artifact_schema_version,news_id,ticker,article_date,annotator_count,consensus_ticker_relevance,consensus_materiality,consensus_direction,consensus_event_type,consensus_time_horizon,consensus_is_stock_relevant,consensus_materiality_score,consensus_expected_impact_score,consensus_uncertainty_score,consensus_novelty_score,consensus_reasoning_confidence,evidence_span,disagreement_fields,high_disagreement_fields,unanimous_fields,majority_fields,consensus_method,agreement_level,analysis_eligible,exclusion_reasons,quality_flags,requires_human_review,review_flags,reason
pseudo_label_consensus_v2,5fa095719c4f29d7,UNKNOWN,2026-05-19,3,market_wide,medium,neutral,market,short_term,True,3,3,2,2,4,"nhà đầu tư nước ngoài đã bán ròng 48,2 triệu đơn vị, tổng giá trị bán ròng tương ứng đạt 816,3 tỷ đồng, tăng 107,8% về lượng và 17,15% về giá trị so với phiên giao dịch trước đó ngày 18/5 (bán ròng 696,8 tỷ đồng).",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,5fb4e47d975ed4b4,VIB,2025-01-23,3,direct,high,mixed,earnings,medium_term,True,4,4,2,3,4,"lợi nhuận trước thuế của VIB năm 2024 đạt hơn 9.000 tỷ đồng, giảm 16% so với cùng kỳ",[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,True,[],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,6022742da611a1d5,ACB,2024-06-07,3,direct,high,support,dividend,short_term,True,4,4,2,3,4,"Ngân hàng TMCP Á Châu (ACB - HOSE: ACB) vừa công bố cáo báo kết quả đợt phát hành cổ phiếu để trả cổ tức. Sau khi phát hành xong 583 triệu cổ phiếu, vốn điều lệ của ngân hàng này vượt Agribank.",[],[],"['is_stock_relevant', 'materiality', 'ticker_relevance']","['direction', 'event_type', 'time_horizon']",majority_vote,medium,True,[],['data_quality_issue'],True,['data_quality_issue'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,60eb277b8d8874b5,BAB,2023-08-21,3,direct,medium,unclear,earnings,short_term,True,3,3,4,2,3,BAB: Giải trình LNST bán niên 2023 biến động trên 10% so với cùng kỳ năm 2022,[],[],"['is_stock_relevant', 'ticker_relevance', 'time_horizon']","['direction', 'event_type', 'materiality']",majority_vote,medium,False,['direction_unclear'],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,617b9cd452b10f68,VPB,2026-04-24,3,direct,high,risk,debt,short_term,True,4,4,2,3,4,Thông báo về việc tạm ngừng giao dịch đối với trái phiếu VPB12505 của NH TMCP VIỆT NAM THỊNH VƯỢNG,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,63185dd3ac4177cf,HPG,2024-05-09,3,direct,medium,support,capital,medium_term,True,3,3,2,2,4,HPG: Thông báo ngày ĐKCC để thực hiện quyền nhận cổ phiếu phát hành do thực hiện tăng vốn cổ phần từ nguồn vốn chủ sở hữu,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']","['direction', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,63b5072dfae14dee,BSI,2025-07-15,3,direct,low,neutral,capital,short_term,True,2,1,4,2,2,BSI: Thông báo về việc niêm yết và giao dịch chứng khoán thay đổi niêm yết,[],"['materiality_score', 'novelty_score']","['direction', 'is_stock_relevant', 'materiality', 'ticker_relevance']","['event_type', 'time_horizon']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,651e52e06d17f47e,GAS,2022-10-16,3,direct,high,risk,other,short_term,True,4,4,2,3,4,Trung tâm Điều độ hệ thống điện quốc gia (A0) đề nghị PVGas không thực hiện di chuyển giàn khoan trong ngày làm việc do gây ảnh hưởng tới an ninh điện quốc gia.,[],[],"['direction', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']","['event_type', 'materiality']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,65ad9f2e9660ad80,BID,2026-06-24,3,direct,low,neutral,debt,medium_term,True,2,2,3,2,3,CBTT về việc đăng ký giao dịch trái phiếu BID12601 của Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,65f0ceb810525eff,OCB,2026-01-22,3,direct,low,neutral,other,short_term,True,1,1,1,1,5,Ngân hàng TMCP Phương Đông ( HOSE : OCB ) chính thức triển khai chương trình tri ân dành riêng cho khách hàng ưu tiên (KHƯT) nhân dịp Tết Nguyên đán 2026.,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'time_horizon']",['ticker_relevance'],majority_vote,medium,True,[],"['data_quality_issue', 'numeric_score_outlier']",True,"['data_quality_issue', 'numeric_score_outlier']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,66839feeca95f859,PGB,2026-01-30,3,direct,low,neutral,capital,medium_term,True,2,2,4,2,3,Nghị quyết Hội đồng quản trị thông qua kết quả chào bán thêm cổ phiếu cho cổ đông hiện hữu,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance']","['materiality', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,66ed503b5c7c3f70,PPC,2023-12-01,3,direct,low,neutral,governance,short_term,True,1,1,3,1,4,thay đổi hình thức từ ĐHĐCĐ bất thường sang lấy ý kiến bằng văn bản,[],"['materiality_score', 'novelty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,67cef2e5063a8700,SAB,2024-10-30,3,direct,high,support,earnings,short_term,True,4,4,2,3,4,Sabeco báo lãi sau thuế tăng 8% lên 1.161 tỷ đồng,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,6acff24f6a544270,UNKNOWN,2026-04-30,3,direct,high,mixed,earnings,medium_term,True,4,4,2,3,4,,[],[],"['event_type', 'materiality']","['direction', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",majority_vote,medium,False,['evidence_unavailable'],"['missing_or_disputed_evidence', 'unclear_direction']",True,"['missing_or_disputed_evidence', 'unclear_direction']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,6b9101eca701bf06,HDB,2026-01-08,3,direct,low,neutral,debt,unclear,True,1,1,3,1,3,CBTT về việc đăng ký giao dịch trái phiếu HDB12515 của NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),[],"['materiality_score', 'novelty_score']","['direction', 'event_type', 'materiality']","['is_stock_relevant', 'ticker_relevance', 'time_horizon']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,6f6014bfb16ee1a6,VND,2026-02-02,3,direct,low,risk,debt,medium_term,True,2,2,4,1,3,"Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp năm 2025",[],['novelty_score'],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']","['direction', 'time_horizon']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,7286bc84a26a50db,HPG,2025-07-08,3,direct,medium,support,market,short_term,True,3,3,3,2,4,"HPG tăng mạnh với thanh khoản cao nhất thị trường, cổ phiếu áp sát đỉnh cũ trong bối cảnh VN-Index vượt 1.415 điểm.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,72b631fd7733f8b8,KDH,2026-04-21,3,direct,high,risk,earnings,medium_term,True,4,4,2,3,4,"Công ty đặt mục tiêu doanh thu 4,200 tỷ đồng và lợi nhuận sau thuế 1,500 tỷ đồng, giảm lần lượt 10% và 8% so với thực hiện 2025.",[],[],"['is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']","['direction', 'event_type']",majority_vote,medium,True,[],['data_quality_issue'],True,['data_quality_issue'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,735652f3e3f5d15a,TCB,2024-04-20,3,direct,high,support,earnings,medium_term,True,4,4,2,3,4,"Báo cáo trình Đại hội cổ đông Techcombank 2024 cũng đặt mục tiêu đầy tham vọng, với 27.100 tỷ đồng lợi nhuận trước thuế, tăng hơn 18% so với kết quả 2023.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,73cae3703dc6630a,SSI,2023-07-31,3,direct,low,neutral,governance,unclear,True,1,1,4,1,4,SSI: Báo cáo tình hình quản trị Công ty 06 tháng đầu năm 2023,[],"['materiality_score', 'novelty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,745469ffa2de6913,CMG,2023-11-15,3,direct,medium,support,dividend,short_term,True,3,3,1,2,4,"CMG: 5.12.2023, ngày GDKHQ trả cổ tức bằng tiền (600 đ/cp), trả cổ tức bằng cp (tỷ lệ 100:6), thưởng cp (tỷ lệ 1000:202)",[],['uncertainty_score'],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,7499d124f4609de5,DPM,2024-07-11,3,direct,low,neutral,governance,unclear,True,1,1,1,1,5,DPM: Thông báo ký kết hợp đồng kiểm toán BCTC 2024,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],"['data_quality_issue', 'numeric_score_outlier']",True,"['data_quality_issue', 'numeric_score_outlier']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,75334d921c96c615,VCI,2022-08-04,3,direct,medium,support,dividend,medium_term,True,3,3,2,2,3,VCI: Phát hành cổ phiếu để trả cổ tức,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,75983de71708f886,UNKNOWN,2025-04-16,3,direct,high,mixed,governance,medium_term,True,4,4,3,3,4,Với kỳ vọng doanh thu đạt 170.000 tỷ đồng và lợi nhuận sau thuế 15.000 tỷ đồng trong năm 2025,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance']","['materiality', 'time_horizon']",majority_vote,medium,True,[],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,76175bf56ac0018b,ABB,2025-01-01,3,direct,low,neutral,earnings,unclear,True,1,1,5,1,5,Ngân hàng TMCP An Bình (ABBANK) Báo cáo tài chính Năm (Kỳ báo cáo từ 01/01/2025 đến 31/12/2025) năm 2025,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']",['time_horizon'],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,7681e2c72b43732e,CTG,2024-10-31,3,direct,low,neutral,other,unclear,False,1,1,1,1,5,thay đổi địa điểm đặt trụ sở Chi nhánh Tây Thăng Long,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'materiality', 'ticker_relevance', 'time_horizon']","['event_type', 'is_stock_relevant']",majority_vote,medium,False,['not_directly_stock_relevant'],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,7c0a94074527f6fe,PNJ,2024-01-23,3,direct,medium,support,capital,medium_term,True,3,3,3,2,3,PNJ: Thông báo tăng vốn điều lệ do phát hành ESOP,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,7ec9239ca89b5da0,HPG,2026-04-29,3,direct,high,support,dividend,short_term,True,4,4,2,4,4,Cổ đông HPG sắp nhận cổ tức tiền mặt đầu tiên sau 4 năm,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,80c9c66a929fe80b,CSV,2026-04-03,3,direct,low,neutral,governance,unclear,True,1,1,4,1,3,Nghị quyết HĐQT về việc chấp thuận chủ trương ký kết Hợp đồng giao dịch với Người có liên quan năm 2026,[],"['expected_impact_score', 'materiality_score', 'novelty_score']","['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance']","['materiality', 'time_horizon']",majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,81fcfe9468475a8c,UNKNOWN,2025-07-12,3,market_wide,medium,support,sector,medium_term,True,3,3,2,2,3,tình hình hoạt động của doanh nghiệp bất động sản tiếp tục cải thiện tích cực,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,826a54d930fed77b,PDR,2023-12-22,3,direct,low,neutral,governance,short_term,True,1,1,4,1,4,PDR: Thông báo lấy ý kiến cổ đông bằng văn bản để thông qua Nghị quyết ĐHĐCĐ bất thường năm 2024,[],"['materiality_score', 'novelty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,82ce7a6c1f04b074,HDG,2023-06-20,3,direct,low,neutral,other,unclear,True,1,1,1,1,5,HDG: Ký kết hợp đồng kiểm toán BCTC 2023,[],"['materiality_score', 'novelty_score', 'reasoning_confidence', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,83c98b30280a7431,HSG,2025-10-27,3,direct,high,risk,legal,short_term,True,4,4,3,3,3,HSG: Thông báo Quyết định của Cục thuế TP.HCM về việc xử phạt vi phạm hành chính về thuế,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,8706c7d3fed606ac,LPB,2026-01-05,3,direct,low,neutral,governance,unclear,True,1,1,4,1,3,"Nghị quyết HĐQT thông qua ký kết hợp đồng, giao dịch với NNB, người có liên quan",[],"['materiality_score', 'novelty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['numeric_score_outlier'],True,['numeric_score_outlier'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,87194f005b2679f9,UNKNOWN,2025-02-24,3,market_wide,medium,mixed,macro,medium_term,False,3,3,4,3,3,"Dự thảo xây dựng Nghị quyết của Quốc hội về thành lập và hoạt động của trung tâm tài chính tại Việt Nam đề xuất hình thành ngân hàng số từ các nhà băng là thành viên trung tâm tài chính, được thực hiện từ đầu 2026.",[],[],"['direction', 'event_type', 'materiality', 'ticker_relevance', 'time_horizon']",['is_stock_relevant'],majority_vote,medium,False,['not_directly_stock_relevant'],['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,892f305213078e33,MCH,2023-07-10,3,direct,high,support,dividend,short_term,True,4,4,2,3,4,,[],"['reasoning_confidence', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,False,['evidence_unavailable'],"['data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier']",True,"['data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,8d0b9f2509b3cd82,GAS,2024-12-17,3,direct,high,support,earnings,medium_term,True,4,4,2,3,4,,[],['materiality_score'],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,False,['evidence_unavailable'],"['data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier']",True,"['data_quality_issue', 'missing_or_disputed_evidence', 'numeric_score_outlier']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,8de3eb046fc78824,VPB,2023-08-14,3,direct,unclear,unclear,earnings,short_term,True,2,2,4,2,3,VPB: Giải trình biến động LNST trên BCTC 6T/2023 so với cùng kỳ năm trước,[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,False,"['direction_unclear', 'materiality_unclear']",['unclear_direction'],True,['unclear_direction'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,9133ade601480673,UNKNOWN,2025-02-22,3,direct,medium,support,capital,medium_term,True,3,3,3,3,4,MWG dự kiến mua lại cổ phiếu quỹ trong năm 2025 sau khi hoãn kế hoạch năm 2024 do thủ tục chưa hoàn tất.,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,92061a9c025565e2,HPG,2024-11-11,3,direct,high,support,project,long_term,True,4,4,2,4,4,"“Nếu trở thành nhà cung cấp thép cho dự án này, Hoà Phát cam kết đảm bảo cung cấp đủ khối lượng 6 triệu tấn thép các loại phục vụ dự án, đặc biệt là thép đường ray cao tốc và thép dự ứng lực cường độ cao”",[],[],"['direction', 'event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']",['materiality'],majority_vote,medium,True,[],['data_quality_issue'],True,['data_quality_issue'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,94ef1835b7dca874,NLG,2026-01-08,3,direct,medium,risk,debt,medium_term,True,3,3,3,3,3,Công ty Cổ phần Đầu tư Nam Long CBTT bất thường - về việc: thay đổi tài sản bảo đảm của trái phiếu,[],[],"['event_type', 'is_stock_relevant', 'ticker_relevance']","['direction', 'materiality', 'time_horizon']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,95fdfe22f98aa628,MBS,2025-08-04,3,direct,medium,support,dividend,short_term,True,3,3,2,2,3,MBS: Thông báo về ngày đăng ký cuối cùng để thực hiện quyền nhận cổ tức năm 2024 bằng tiền,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,982375660a2d5c2a,NLG,2024-07-23,3,direct,low,neutral,capital,medium_term,True,2,2,3,2,4,Báo cáo tiến độ sử dụng vốn và các giao dịch liên quan đã được HĐQT phê duyệt,[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance']",['time_horizon'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,98ec69b4e4ba5af1,UNKNOWN,2026-01-01,3,market_wide,medium,neutral,market,medium_term,True,3,3,2,3,4,"Thanh khoản chứng khoán có lúc đạt gần 3 tỷ USD một phiên, rồi suy giảm về cuối năm, cho thấy tâm lý nhà đầu tư biến động mạnh.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,9921d573cda0422a,HCM,2023-06-23,3,irrelevant,low,neutral,governance,short_term,False,1,1,4,1,3,"VHC: 29.6.2023, ngày GDKHQ lấy ý kiến cổ đông bằng văn bản",[],"['materiality_score', 'novelty_score', 'uncertainty_score']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'time_horizon']",['ticker_relevance'],majority_vote,medium,False,"['not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['data_quality_issue', 'numeric_score_outlier', 'unclear_relevance']",True,"['data_quality_issue', 'numeric_score_outlier', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,9d36246c1ef488a0,BID,2022-10-14,3,irrelevant,low,neutral,capital,unclear,False,1,1,4,1,4,BSI: Giấy phép điều chỉnh giấy phép thành lập và hoạt động công ty chứng khoán (vốn điều lệ),[],"['materiality_score', 'novelty_score', 'reasoning_confidence']","['direction', 'event_type', 'is_stock_relevant', 'materiality', 'time_horizon']",['ticker_relevance'],majority_vote,medium,False,"['not_directly_stock_relevant', 'relevance_unclear_or_irrelevant']","['data_quality_issue', 'numeric_score_outlier', 'unclear_relevance']",True,"['data_quality_issue', 'numeric_score_outlier', 'unclear_relevance']","Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,a01069272b4f07a7,STB,2025-04-22,3,direct,low,neutral,governance,medium_term,True,2,2,2,2,4,"HĐQT Sacombank năm 2024 được chi trả thù lao lên tới 32,55 tỷ, tăng gần 9% so với 2023.",[],[],"['event_type', 'is_stock_relevant', 'ticker_relevance', 'time_horizon']","['direction', 'materiality']",majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,a173577cc7e68810,MBB,2026-02-11,3,direct,medium,support,market,short_term,True,3,3,2,3,4,"MBB phiên hôm nay đạt khối lượng giao dịch hơn 104.5 triệu cp. Khối ngoại mua ròng mạnh tới cạn ""room"" ở mã này.",[],[],"['direction', 'event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",[],unanimous,high,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,a25a3dff25b23e69,HSG,2024-03-20,3,direct,high,support,earnings,medium_term,True,4,4,2,3,4,"Đối với kịch bản thận trọng, HSG đặt kế hoạch lợi nhuận ròng năm 2024 đặt ở mức 400 tỷ đồng, tăng 13 lần so với cùng kỳ.",[],[],"['direction', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['event_type'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
pseudo_label_consensus_v2,a58378c08953c350,REE,2025-02-06,3,direct,medium,support,dividend,short_term,True,3,3,2,2,4,REE dự kiến tạm ứng cổ tức năm 2024 bằng tiền với tỷ lệ 10% (1.000 đồng/cp).,[],[],"['event_type', 'is_stock_relevant', 'materiality', 'ticker_relevance', 'time_horizon']",['direction'],majority_vote,medium,True,[],['none'],False,['none'],"Deterministic pseudo-label consensus; eligibility excludes unresolved, irrelevant, missing-evidence, and provenance-conflict rows."
